,Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,Date Filed 2016,File Name 2016,Url 2016,sentimento 2016,Date Filed 2017,File Name 2017,Url 2017,sentimento 2017,Date Filed 2018,File Name 2018,Url 2018,sentimento 2018,Date Filed 2019,File Name 2019,Url 2019,sentimento 2019,Date Filed 2020,File Name 2020,Url 2020,sentimento 2020,retorno_7d 2020,retorno_1d 2020,retorno_7d 2019,retorno_1d 2019,retorno_7d 2018,retorno_1d 2018,retorno_7d 2017,retorno_1d 2017,retorno_7d 2016,retorno_1d 2016
395,CNC,Centene Corporation,reports,Health Care,Managed Health Care,St. Louis; Missouri,2016-03-30,1071739,1984,2016-02-22,1071739_0001071739-16-000192.mda,https://www.sec.gov/Archives/edgar/data/1071739/0001071739-16-000192.txt,3.28,2017-02-21,1071739_0001071739-17-000018.mda,https://www.sec.gov/Archives/edgar/data/1071739/0001071739-17-000018.txt,2.16,2018-02-20,1071739_0001071739-18-000030.mda,https://www.sec.gov/Archives/edgar/data/1071739/0001071739-18-000030.txt,1.65,2019-02-19,1071739_0001071739-19-000032.mda,https://www.sec.gov/Archives/edgar/data/1071739/0001071739-19-000032.txt,2.01,2020-02-18,1071739_0001071739-20-000060.mda,https://www.sec.gov/Archives/edgar/data/1071739/0001071739-20-000060.txt,2.99,-0.16,0.01,-0.01,0.01,0.02,0.00,0.00,0.00,-0.01,-0.01
396,HOLX,Hologic,reports,Health Care,Health Care Equipment,Marlborough; Massachusetts,2016-03-30,859737,1985,2016-11-17,859737_0000859737-16-000071.mda,https://www.sec.gov/Archives/edgar/data/859737/0000859737-16-000071.txt,1.77,2017-11-21,859737_0000859737-17-000023.mda,https://www.sec.gov/Archives/edgar/data/859737/0000859737-17-000023.txt,0.55,2018-11-20,859737_0000859737-18-000020.mda,https://www.sec.gov/Archives/edgar/data/859737/0000859737-18-000020.txt,-0.75,2019-11-27,859737_0000859737-19-000026.mda,https://www.sec.gov/Archives/edgar/data/859737/0000859737-19-000026.txt,-0.74,2020-11-17,859737_0000859737-20-000039.mda,https://www.sec.gov/Archives/edgar/data/859737/0000859737-20-000039.txt,-2.77,-0.05,-0.01,0.01,0.00,0.05,0.00,0.01,0.02,0.00,0.02
397,UA,Under Armour (Class C),reports,Consumer Discretionary,Apparel; Accessories & Luxury Goods,Baltimore; Maryland,2016-04-08,1336917,1996,2016-02-22,1336917_0001336917-16-000064.mda,https://www.sec.gov/Archives/edgar/data/1336917/0001336917-16-000064.txt,2.24,2017-02-23,1336917_0001336917-17-000017.mda,https://www.sec.gov/Archives/edgar/data/1336917/0001336917-17-000017.txt,2.38,2018-02-28,1336917_0001336917-18-000009.mda,https://www.sec.gov/Archives/edgar/data/1336917/0001336917-18-000009.txt,1.60,2019-02-25,1336917_0001336917-19-000011.mda,https://www.sec.gov/Archives/edgar/data/1336917/0001336917-19-000011.txt,1.12,2020-02-26,1336917_0001336917-20-000010.mda,https://www.sec.gov/Archives/edgar/data/1336917/0001336917-20-000010.txt,1.34,-0.08,-0.07,0.01,-0.01,0.03,-0.05,-0.04,0.00,0.00,0.00
398,ULTA,Ulta Beauty,reports,Consumer Discretionary,Specialty Stores,Bolingbrook; Illinois,2016-04-18,1403568,1990,2016-03-30,1403568_0001193125-16-523101.mda,https://www.sec.gov/Archives/edgar/data/1403568/0001193125-16-523101.txt,3.01,2017-03-28,1403568_0001193125-17-099261.mda,https://www.sec.gov/Archives/edgar/data/1403568/0001193125-17-099261.txt,3.89,2018-04-03,1403568_0001558370-18-002733.mda,https://www.sec.gov/Archives/edgar/data/1403568/0001558370-18-002733.txt,3.30,2019-04-02,1403568_0001558370-19-002739.mda,https://www.sec.gov/Archives/edgar/data/1403568/0001558370-19-002739.txt,3.40,2020-03-27,1403568_0001558370-20-003272.mda,https://www.sec.gov/Archives/edgar/data/1403568/0001558370-20-003272.txt,2.90,-0.17,-0.05,-0.01,-0.01,0.09,0.02,0.01,0.01,0.01,0.00
399,GPN,Global Payments,reports,Information Technology,Data Processing & Outsourced Services,Atlanta; Georgia,2016-04-25,1123360,2000,2016-07-28,1123360_0001123360-16-000094.mda,https://www.sec.gov/Archives/edgar/data/1123360/0001123360-16-000094.txt,2.21,,nan,,0.00,2018-02-23,1123360_0001123360-18-000007.mda,https://www.sec.gov/Archives/edgar/data/1123360/0001123360-18-000007.txt,3.50,2019-02-21,1123360_0001123360-19-000008.mda,https://www.sec.gov/Archives/edgar/data/1123360/0001123360-19-000008.txt,2.98,2020-02-21,1123360_0001123360-20-000009.mda,https://www.sec.gov/Archives/edgar/data/1123360/0001123360-20-000009.txt,1.37,-0.12,-0.04,0.04,0.01,0.01,0.02,0.00,0.00,-0.06,-0.05
400,ALK,Alaska Air Group,reports,Industrials,Airlines,Seattle; Washington,2016-05-13,766421,1985,2016-02-11,766421_0000766421-16-000065.mda,https://www.sec.gov/Archives/edgar/data/766421/0000766421-16-000065.txt,2.12,2017-02-28,766421_0000766421-17-000016.mda,https://www.sec.gov/Archives/edgar/data/766421/0000766421-17-000016.txt,2.65,2018-02-15,766421_0000766421-18-000015.mda,https://www.sec.gov/Archives/edgar/data/766421/0000766421-18-000015.txt,2.18,2019-02-15,766421_0000766421-19-000008.mda,https://www.sec.gov/Archives/edgar/data/766421/0000766421-19-000008.txt,2.63,2020-02-12,766421_0000766421-20-000013.mda,https://www.sec.gov/Archives/edgar/data/766421/0000766421-20-000013.txt,5.02,0.01,0.03,-0.06,-0.03,-0.04,-0.03,0.00,0.00,0.08,0.02
401,DLR,Digital Realty Trust,reports,Real Estate,Specialized REITs,Austin; Texas,2016-05-18,1297996,2004,2016-02-29,1297996_0001297996-16-000124.mda,https://www.sec.gov/Archives/edgar/data/1297996/0001297996-16-000124.txt,-1.00,2017-03-01,1297996_0001297996-17-000020.mda,https://www.sec.gov/Archives/edgar/data/1297996/0001297996-17-000020.txt,-1.64,2018-03-01,1297996_0001297996-18-000026.mda,https://www.sec.gov/Archives/edgar/data/1297996/0001297996-18-000026.txt,-0.68,2019-02-25,1297996_0001297996-19-000032.mda,https://www.sec.gov/Archives/edgar/data/1297996/0001297996-19-000032.txt,-0.51,2020-03-02,1297996_0001558370-20-001906.mda,https://www.sec.gov/Archives/edgar/data/1297996/0001558370-20-001906.txt,-1.45,-0.08,-0.01,-0.03,-0.02,0.03,-0.02,-0.03,-0.01,0.04,0.03
402,LKQ,LKQ Corporation,reports,Consumer Discretionary,Distributors,Chicago; Illinois,2016-05-23,1065696,1998,2016-02-25,1065696_0001065696-16-000076.mda,https://www.sec.gov/Archives/edgar/data/1065696/0001065696-16-000076.txt,0.94,2017-02-27,1065696_0001065696-17-000005.mda,https://www.sec.gov/Archives/edgar/data/1065696/0001065696-17-000005.txt,1.14,2018-02-28,1065696_0001065696-18-000004.mda,https://www.sec.gov/Archives/edgar/data/1065696/0001065696-18-000004.txt,2.05,2019-03-01,1065696_0001065696-19-000010.mda,https://www.sec.gov/Archives/edgar/data/1065696/0001065696-19-000010.txt,1.97,2020-02-27,1065696_0001065696-20-000008.mda,https://www.sec.gov/Archives/edgar/data/1065696/0001065696-20-000008.txt,0.21,-0.08,-0.03,-0.01,0.01,-0.01,0.00,-0.01,0.00,0.13,0.09
403,AJG,Arthur J. Gallagher & Co.,reports,Financials,Insurance Brokers,Rolling Meadows; Illinois,2016-05-31,354190,1927,2016-02-10,354190_0001193125-16-457703.mda,https://www.sec.gov/Archives/edgar/data/354190/0001193125-16-457703.txt,0.59,2017-02-13,354190_0001193125-17-038619.mda,https://www.sec.gov/Archives/edgar/data/354190/0001193125-17-038619.txt,-0.38,2018-02-12,354190_0001193125-18-038261.mda,https://www.sec.gov/Archives/edgar/data/354190/0001193125-18-038261.txt,0.58,2019-02-08,354190_0001193125-19-032304.mda,https://www.sec.gov/Archives/edgar/data/354190/0001193125-19-032304.txt,0.60,2020-02-07,354190_0001193125-20-028191.mda,https://www.sec.gov/Archives/edgar/data/354190/0001193125-20-028191.txt,0.35,0.04,0.02,0.02,0.02,0.05,0.01,0.00,0.00,0.04,0.00
404,TDG,TransDigm Group,reports,Industrials,Aerospace & Defense,Cleveland; Ohio,2016-06-03,1260221,1993,2016-11-15,1260221_0001260221-16-000107.mda,https://www.sec.gov/Archives/edgar/data/1260221/0001260221-16-000107.txt,3.76,2017-11-13,1260221_0001260221-17-000060.mda,https://www.sec.gov/Archives/edgar/data/1260221/0001260221-17-000060.txt,3.78,2018-11-09,1260221_0001260221-18-000070.mda,https://www.sec.gov/Archives/edgar/data/1260221/0001260221-18-000070.txt,3.84,2019-11-19,1260221_0001260221-19-000043.mda,https://www.sec.gov/Archives/edgar/data/1260221/0001260221-19-000043.txt,4.89,2020-11-12,1260221_0001260221-20-000099.mda,https://www.sec.gov/Archives/edgar/data/1260221/0001260221-20-000099.txt,-1.77,0.05,0.01,0.01,0.01,-0.03,-0.04,0.02,0.02,0.00,0.01
405,FBHS,Fortune Brands Home & Security,reports,Industrials,Building Products,Deerfield; Illinois,2016-06-22,1519751,2011 (1969),2016-02-25,1519751_0001193125-16-478315.mda,https://www.sec.gov/Archives/edgar/data/1519751/0001193125-16-478315.txt,2.45,2017-02-28,1519751_0001193125-17-062357.mda,https://www.sec.gov/Archives/edgar/data/1519751/0001193125-17-062357.txt,3.43,2018-02-28,1519751_0001193125-18-063999.mda,https://www.sec.gov/Archives/edgar/data/1519751/0001193125-18-063999.txt,4.37,2019-02-25,1519751_0001193125-19-049951.mda,https://www.sec.gov/Archives/edgar/data/1519751/0001193125-19-049951.txt,2.34,2020-02-26,1519751_0001564590-20-006812.mda,https://www.sec.gov/Archives/edgar/data/1519751/0001564590-20-006812.txt,1.04,0.00,-0.07,-0.01,-0.01,-0.01,-0.04,0.00,0.01,0.01,0.00
406,ALB,Albemarle Corporation,reports,Materials,Specialty Chemicals,Charlotte; North Carolina,2016-07-01,915913,1994,2016-02-29,915913_0000915913-16-000041.mda,https://www.sec.gov/Archives/edgar/data/915913/0000915913-16-000041.txt,1.29,2017-02-28,915913_0000915913-17-000010.mda,https://www.sec.gov/Archives/edgar/data/915913/0000915913-17-000010.txt,0.80,2018-02-28,915913_0000915913-18-000005.mda,https://www.sec.gov/Archives/edgar/data/915913/0000915913-18-000005.txt,1.83,2019-02-27,915913_0000915913-19-000021.mda,https://www.sec.gov/Archives/edgar/data/915913/0000915913-19-000021.txt,3.00,2020-02-26,915913_0000915913-20-000040.mda,https://www.sec.gov/Archives/edgar/data/915913/0000915913-20-000040.txt,3.28,0.01,-0.06,-0.05,0.00,-0.10,-0.14,0.12,0.11,0.05,0.04
407,LNT,Alliant Energy,reports,Utilities,Electric Utilities,Madison; Wisconsin,2016-07-01,352541,1917,2016-02-24,352541_0000352541-16-000076.mda,https://www.sec.gov/Archives/edgar/data/352541/0000352541-16-000076.txt,0.33,2017-02-24,352541_0000352541-17-000017.mda,https://www.sec.gov/Archives/edgar/data/352541/0000352541-17-000017.txt,1.28,2018-02-23,352541_0000352541-18-000019.mda,https://www.sec.gov/Archives/edgar/data/352541/0000352541-18-000019.txt,2.10,2019-02-22,352541_0000352541-19-000013.mda,https://www.sec.gov/Archives/edgar/data/352541/0000352541-19-000013.txt,0.89,2020-02-21,352541_0000352541-20-000021.mda,https://www.sec.gov/Archives/edgar/data/352541/0000352541-20-000021.txt,2.07,-0.13,-0.01,0.01,-0.01,-0.01,0.02,0.00,0.00,0.00,0.02
408,FTV,Fortive,reports,Industrials,Industrial Machinery,Everett; Washington,2016-07-01,1659166,2016,,nan,,0.00,2017-02-28,1659166_0001659166-17-000091.mda,https://www.sec.gov/Archives/edgar/data/1659166/0001659166-17-000091.txt,0.53,2018-02-28,1659166_0001659166-18-000100.mda,https://www.sec.gov/Archives/edgar/data/1659166/0001659166-18-000100.txt,2.56,2019-02-28,1659166_0001659166-19-000085.mda,https://www.sec.gov/Archives/edgar/data/1659166/0001659166-19-000085.txt,4.17,2020-02-27,1659166_0001659166-20-000071.mda,https://www.sec.gov/Archives/edgar/data/1659166/0001659166-20-000071.txt,1.04,-0.04,-0.02,-0.01,0.01,0.00,-0.04,0.01,0.02,0.00,0.00
409,MTD,Mettler Toledo,reports,Health Care,Life Sciences Tools & Services,Columbus; Ohio,2016-09-06,1037646,1945,2016-02-04,1037646_0001037646-16-000043.mda,https://www.sec.gov/Archives/edgar/data/1037646/0001037646-16-000043.txt,0.87,2017-02-02,1037646_0001037646-17-000004.mda,https://www.sec.gov/Archives/edgar/data/1037646/0001037646-17-000004.txt,3.20,2018-02-09,1037646_0001037646-18-000006.mda,https://www.sec.gov/Archives/edgar/data/1037646/0001037646-18-000006.txt,4.27,2019-02-08,1037646_0001037646-19-000010.mda,https://www.sec.gov/Archives/edgar/data/1037646/0001037646-19-000010.txt,4.36,2020-02-07,1037646_0001037646-20-000005.mda,https://www.sec.gov/Archives/edgar/data/1037646/0001037646-20-000005.txt,2.48,-0.02,0.00,0.03,0.02,0.06,0.02,0.07,0.06,-0.03,0.01
410,CHTR,Charter Communications,reports,Communication Services,Cable & Satellite,Stamford; Connecticut,2016-09-08,1091667,1993,2016-02-10,1091667_0001091667-16-000396.mda,https://www.sec.gov/Archives/edgar/data/1091667/0001091667-16-000396.txt,0.82,2017-02-16,1091667_0001091667-17-000030.mda,https://www.sec.gov/Archives/edgar/data/1091667/0001091667-17-000030.txt,1.69,2018-02-02,1091667_0001091667-18-000025.mda,https://www.sec.gov/Archives/edgar/data/1091667/0001091667-18-000025.txt,1.57,2019-01-31,1091667_0001091667-19-000029.mda,https://www.sec.gov/Archives/edgar/data/1091667/0001091667-19-000029.txt,1.74,2020-01-31,1091667_0001091667-20-000024.mda,https://www.sec.gov/Archives/edgar/data/1091667/0001091667-20-000024.txt,1.44,0.07,0.08,0.19,0.18,-0.06,0.00,0.00,0.00,0.04,-0.03
411,COO,The Cooper Companies,reports,Health Care,Health Care Supplies,San Ramon; California,2016-09-23,711404,1958,2016-12-22,711404_0000711404-16-000042.mda,https://www.sec.gov/Archives/edgar/data/711404/0000711404-16-000042.txt,2.09,2017-12-22,711404_0000711404-17-000044.mda,https://www.sec.gov/Archives/edgar/data/711404/0000711404-17-000044.txt,4.22,2018-12-21,711404_0000711404-18-000047.mda,https://www.sec.gov/Archives/edgar/data/711404/0000711404-18-000047.txt,2.70,2019-12-20,711404_0000711404-19-000051.mda,https://www.sec.gov/Archives/edgar/data/711404/0000711404-19-000051.txt,2.28,2020-12-11,711404_0000711404-20-000042.mda,https://www.sec.gov/Archives/edgar/data/711404/0000711404-20-000042.txt,-3.24,0.01,-0.01,0.00,0.00,0.05,-0.02,-0.02,-0.01,0.00,0.00
412,MAA,Mid-America Apartments,reports,Real Estate,Residential REITs,Memphis; Tennessee,2016-12-02,912595,1977,2016-02-26,912595_0000912595-16-000032.mda,https://www.sec.gov/Archives/edgar/data/912595/0000912595-16-000032.txt,3.91,2017-02-24,912595_0000912595-17-000005.mda,https://www.sec.gov/Archives/edgar/data/912595/0000912595-17-000005.txt,3.52,2018-02-23,912595_0000912595-18-000011.mda,https://www.sec.gov/Archives/edgar/data/912595/0000912595-18-000011.txt,2.51,2019-02-21,912595_0000912595-19-000015.mda,https://www.sec.gov/Archives/edgar/data/912595/0000912595-19-000015.txt,3.18,2020-02-20,912595_0001564590-20-005582.mda,https://www.sec.gov/Archives/edgar/data/912595/0001564590-20-005582.txt,4.18,-0.07,0.02,0.00,0.01,0.00,0.02,0.00,0.01,0.01,-0.03
413,IDXX,Idexx Laboratories,reports,Health Care,Health Care Equipment,Westbrook; Maine,2017-01-05,874716,1983,2016-02-17,874716_0000874716-16-000020.mda,https://www.sec.gov/Archives/edgar/data/874716/0000874716-16-000020.txt,0.09,2017-02-17,874716_0000874716-17-000004.mda,https://www.sec.gov/Archives/edgar/data/874716/0000874716-17-000004.txt,2.09,2018-02-16,874716_0000874716-18-000005.mda,https://www.sec.gov/Archives/edgar/data/874716/0000874716-18-000005.txt,0.21,2019-02-15,874716_0000874716-19-000004.mda,https://www.sec.gov/Archives/edgar/data/874716/0000874716-19-000004.txt,2.78,2020-02-14,874716_0000874716-20-000006.mda,https://www.sec.gov/Archives/edgar/data/874716/0000874716-20-000006.txt,3.43,-0.02,0.01,0.01,0.02,0.03,0.01,0.01,0.00,0.04,0.02
414,INCY,Incyte,reports,Health Care,Biotechnology,Wilmington; Delaware,2017-02-28,879169,1991,2016-02-12,879169_0001558370-16-003196.mda,https://www.sec.gov/Archives/edgar/data/879169/0001558370-16-003196.txt,-0.88,2017-02-14,879169_0001558370-17-000594.mda,https://www.sec.gov/Archives/edgar/data/879169/0001558370-17-000594.txt,-0.74,2018-02-15,879169_0001558370-18-000722.mda,https://www.sec.gov/Archives/edgar/data/879169/0001558370-18-000722.txt,-1.51,2019-02-14,879169_0001558370-19-000682.mda,https://www.sec.gov/Archives/edgar/data/879169/0001558370-19-000682.txt,-0.94,2020-02-13,879169_0001558370-20-000774.mda,https://www.sec.gov/Archives/edgar/data/879169/0001558370-20-000774.txt,0.81,0.09,0.03,0.03,0.04,-0.03,-0.02,0.01,0.00,0.11,0.00
415,CBOE,Cboe Global Markets,reports,Financials,Financial Exchanges & Data,Chicago; Illinois,2017-03-01,1374310,1973,2016-02-19,1374310_0001374310-16-000038.mda,https://www.sec.gov/Archives/edgar/data/1374310/0001374310-16-000038.txt,2.58,2017-02-21,1374310_0001374310-17-000006.mda,https://www.sec.gov/Archives/edgar/data/1374310/0001374310-17-000006.txt,2.83,2018-02-22,1374310_0001558370-18-000953.mda,https://www.sec.gov/Archives/edgar/data/1374310/0001558370-18-000953.txt,1.62,2019-02-22,1374310_0001558370-19-000884.mda,https://www.sec.gov/Archives/edgar/data/1374310/0001558370-19-000884.txt,2.18,2020-02-21,1374310_0001558370-20-001127.mda,https://www.sec.gov/Archives/edgar/data/1374310/0001558370-20-001127.txt,-2.44,-0.07,-0.01,0.01,0.01,0.00,-0.02,0.00,0.00,0.02,0.01
416,REG,Regency Centers,reports,Real Estate,Retail REITs,Jacksonville; Florida,2017-03-02,910606,1963,2016-02-18,910606_0000910606-16-000047.mda,https://www.sec.gov/Archives/edgar/data/910606/0000910606-16-000047.txt,1.59,2017-02-27,910606_0000910606-17-000006.mda,https://www.sec.gov/Archives/edgar/data/910606/0000910606-17-000006.txt,1.22,2018-02-27,910606_0000910606-18-000010.mda,https://www.sec.gov/Archives/edgar/data/910606/0000910606-18-000010.txt,0.61,2019-02-21,910606_0000910606-19-000006.mda,https://www.sec.gov/Archives/edgar/data/910606/0000910606-19-000006.txt,0.37,2020-02-18,910606_0001564590-20-004859.mda,https://www.sec.gov/Archives/edgar/data/910606/0001564590-20-004859.txt,-0.79,-0.04,-0.01,-0.01,0.00,-0.01,-0.02,-0.07,-0.02,0.01,-0.01
417,DISH,Dish Network,reports,Communication Services,Cable & Satellite,Meridian; Colorado,2017-03-13,1001082,1980,2016-02-18,1001082_0001558370-16-003267.mda,https://www.sec.gov/Archives/edgar/data/1001082/0001558370-16-003267.txt,-2.66,2017-02-22,1001082_0001558370-17-000748.mda,https://www.sec.gov/Archives/edgar/data/1001082/0001558370-17-000748.txt,0.00,2018-02-21,1001082_0001558370-18-000826.mda,https://www.sec.gov/Archives/edgar/data/1001082/0001558370-18-000826.txt,-3.14,2019-02-13,1001082_0001558370-19-000607.mda,https://www.sec.gov/Archives/edgar/data/1001082/0001558370-19-000607.txt,-3.49,2020-02-19,1001082_0001558370-20-000945.mda,https://www.sec.gov/Archives/edgar/data/1001082/0001558370-20-000945.txt,-3.09,-0.12,-0.01,0.00,-0.05,-0.06,-0.02,-0.01,-0.01,0.01,-0.04
418,SNPS,Synopsys,reports,Information Technology,Application Software,Mountain View; California,2017-03-16,883241,1986,2016-12-12,883241_0000883241-16-000027.mda,https://www.sec.gov/Archives/edgar/data/883241/0000883241-16-000027.txt,2.87,2017-12-14,883241_0000883241-17-000014.mda,https://www.sec.gov/Archives/edgar/data/883241/0000883241-17-000014.txt,3.14,2018-12-17,883241_0000883241-18-000012.mda,https://www.sec.gov/Archives/edgar/data/883241/0000883241-18-000012.txt,3.36,2019-12-20,883241_0000883241-19-000019.mda,https://www.sec.gov/Archives/edgar/data/883241/0000883241-19-000019.txt,4.83,2020-12-15,883241_0000883241-20-000015.mda,https://www.sec.gov/Archives/edgar/data/883241/0000883241-20-000015.txt,3.23,0.08,0.04,0.01,0.00,-0.07,0.00,-0.02,0.00,0.01,0.01
419,ARE,Alexandria Real Estate Equities,reports,Real Estate,Office REITs,Pasadena; California,2017-03-20,1035443,1994,2016-02-03,1035443_0001035443-16-000136.mda,https://www.sec.gov/Archives/edgar/data/1035443/0001035443-16-000136.txt,-3.08,2017-01-31,1035443_0001035443-17-000022.mda,https://www.sec.gov/Archives/edgar/data/1035443/0001035443-17-000022.txt,-3.05,2018-01-30,1035443_0001035443-18-000028.mda,https://www.sec.gov/Archives/edgar/data/1035443/0001035443-18-000028.txt,-2.38,2019-02-05,1035443_0001035443-19-000041.mda,https://www.sec.gov/Archives/edgar/data/1035443/0001035443-19-000041.txt,-2.81,2020-02-04,1035443_0001035443-20-000042.mda,https://www.sec.gov/Archives/edgar/data/1035443/0001035443-20-000042.txt,-3.10,0.04,0.02,0.01,-0.01,-0.05,0.04,0.01,-0.03,-0.04,0.01
420,RJF,Raymond James Financial,reports,Financials,Investment Banking & Brokerage,St. Petersburg; Florida,2017-03-20,720005,1962,2016-11-22,720005_0000720005-16-000169.mda,https://www.sec.gov/Archives/edgar/data/720005/0000720005-16-000169.txt,1.92,2017-11-22,720005_0000720005-17-000089.mda,https://www.sec.gov/Archives/edgar/data/720005/0000720005-17-000089.txt,1.00,2018-11-21,720005_0000720005-18-000083.mda,https://www.sec.gov/Archives/edgar/data/720005/0000720005-18-000083.txt,1.13,2019-11-26,720005_0000720005-19-000086.mda,https://www.sec.gov/Archives/edgar/data/720005/0000720005-19-000086.txt,-0.21,2020-11-24,720005_0000720005-20-000063.mda,https://www.sec.gov/Archives/edgar/data/720005/0000720005-20-000063.txt,-2.31,0.03,0.03,-0.02,0.01,0.04,0.03,0.04,0.00,0.00,0.01
